ID	pvalue
GO:0042487	7.41116905174177e-05
GO:1904238	7.41116905174177e-05
GO:0042327	7.52571163651562e-05
GO:0045071	7.62840901551272e-05
GO:0030029	7.87742485084017e-05
GO:0007044	8.41513497398568e-05
GO:0032346	9.66949495182369e-05
GO:0032349	9.66949495182369e-05
GO:2000857	9.66949495182369e-05
GO:2000860	9.66949495182369e-05
GO:0034340	9.83412123314993e-05
GO:0009617	0.000102256969945148
GO:0050927	0.000106497420819889
GO:2000811	0.000106497420819889
GO:0001817	0.000107175513977468
GO:0010595	0.00010934480516797
GO:0040008	0.000113780789464503
GO:0009615	0.000114236998645706
GO:0032835	0.000123771040490176
GO:0072001	0.000137565103961481
GO:0050926	0.000149628896848514
GO:0034330	0.000153338713765862
GO:0050776	0.000160674427429691
GO:0060337	0.00016550502940482
GO:0006140	0.000173826289182898
GO:0043542	0.00019219716502585
GO:0031349	0.000202384532276771
GO:2000193	0.000205493911654434
GO:0030808	0.000213452449803333
GO:1900371	0.000213452449803333
GO:0072006	0.000216747109701783
GO:0001822	0.000217539510481707
GO:1903305	0.000224527544948991
GO:0031347	0.000246821012309493
GO:0032344	0.000267021166718941
GO:0032347	0.000267021166718941
GO:0097529	0.000273818399098213
GO:0045933	0.000274413619783386
GO:0050865	0.00030974904662615
GO:0043588	0.000323650546113702
GO:0042098	0.000332796347298545
GO:0031401	0.000336053413078386
GO:0007596	0.000336933036688901
GO:0150117	0.000338743443841149
GO:0019058	0.000342649310614678
GO:0034329	0.000349421142064798
GO:0001558	0.000361747572222365
GO:0042110	0.000364435118488711
GO:0018149	0.000365627975289593
GO:0062208	0.000370051552731169
GO:0061205	0.000373501805995774
GO:0090031	0.000373501805995774
GO:2000848	0.000373501805995774
GO:1901342	0.000383826455034814
GO:0050817	0.000385767056343833
GO:0010718	0.000400322543859747
GO:0045429	0.000420379120990392
GO:0030856	0.000432177851358445
GO:0019079	0.000432387183652774
GO:0050729	0.000432387183652774
GO:0006705	0.000463170959107625
GO:0032342	0.000463170959107625
GO:0035655	0.000463170959107625
GO:0071351	0.000463170959107625
GO:0042634	0.000475605410070309
GO:0051046	0.000498221494385541
GO:0007599	0.000502262764073555
GO:1904407	0.000516992071009526
GO:0007015	0.000521899712844762
GO:0034113	0.000541627164188982
GO:0010035	0.000551429617704615
GO:0001819	0.000552684991271584
GO:0002521	0.000559282946913362
GO:0030449	0.000578196416982163
GO:0032305	0.000578196416982163
GO:0030595	0.00058443675896497
GO:0046651	0.000597971225007984
GO:0045987	0.000609719206474527
GO:2000209	0.000609719206474527
GO:0001704	0.000610698096437822
GO:0001952	0.000610698096437822
GO:0009410	0.000630757413809563
GO:0030098	0.000660545838531339
GO:1903530	0.00067359859289638
GO:0002009	0.000686860848391955
GO:0032102	0.000692760583215727
GO:0050920	0.000711084935817548
GO:0002694	0.000712179029884691
GO:0001706	0.00072140172060845
GO:0007507	0.000728336665848386
GO:0034163	0.000743942265603993
GO:0039530	0.000743942265603993
GO:0045916	0.000743942265603993
GO:0045765	0.000746112917949767
GO:0002220	0.000749943388226756
GO:0045601	0.000762859491414158
GO:0051894	0.000771394725391455
GO:1900542	0.000779868984487982
GO:0070661	0.000786943036325924
GO:0032303	0.000788337465371129
GO:0061326	0.000825294559038738
GO:0090303	0.000828004102559005
GO:0050670	0.000884767491384
GO:0002449	0.000891525095269028
GO:0032943	0.000892925590385858
GO:0050812	0.000901773402359405
GO:0051620	0.000901773402359405
GO:2000855	0.000901773402359405
GO:2000858	0.000901773402359405
GO:0035987	0.000910905242932324
GO:0043407	0.000910905242932324
GO:1902893	0.000911907833455811
GO:1990266	0.000945222410666708
GO:0006959	0.000962374969935082
GO:0050900	0.000981626372378134
GO:1903131	0.00101455558079299
GO:0051899	0.00102600243835477
GO:0061614	0.00102600243835477
GO:0030278	0.00103451019375969
GO:0048729	0.00104871486393488
GO:0051546	0.00105058363635238
GO:0051900	0.00105058363635238
GO:0002460	0.00105361355530181
GO:0002920	0.00109299253076
GO:0071706	0.00110941784707345
GO:1903555	0.00110941784707345
GO:0008212	0.00112670259422489
GO:0032306	0.00112670259422489
GO:0032308	0.00112670259422489
GO:0032341	0.00112670259422489
GO:0033079	0.00112670259422489
GO:0033080	0.00112670259422489
GO:0032944	0.00114357847420119
GO:0030500	0.00115151734332437
GO:2000628	0.00115279768769443
GO:1903532	0.0011740943273641
GO:0003018	0.00118322233977917
GO:0043491	0.0011837539047296
GO:0002831	0.00119832879475173
GO:0044057	0.00119832879475173
GO:0015849	0.001214189783685
GO:0006940	0.00122573386769481
GO:0061028	0.00122573386769481
GO:0006898	0.00125322819433932
GO:0015718	0.00128245645593282
GO:0002443	0.00128959011842685
GO:0043066	0.00131216341425462
GO:0051047	0.00134928418033644
GO:0044089	0.00136344415690235
GO:1901136	0.0013671800398746
GO:0042063	0.0013811734995771
GO:0007193	0.00138985373684059
GO:0050921	0.0014268266932277
GO:0072012	0.00145907783415153
GO:2000191	0.00145907783415153
GO:0015908	0.00146571825290175
GO:0070663	0.00148280498937707
GO:0140353	0.00152591988309362
GO:0001655	0.00156981882815401
GO:0001885	0.00156981882815401
GO:0070555	0.00159358882894289
GO:0061333	0.00160514088948149
GO:0043069	0.00160835846386011
GO:0034309	0.00162893008066211
GO:0045603	0.00162893008066211
GO:0071871	0.00162893008066211
GO:0050878	0.00169951597821998
GO:0014812	0.00171900437616788
GO:0002366	0.00172880911153038
GO:2000027	0.00173104636408917
GO:0009256	0.00174191996613628
GO:0034165	0.00174191996613628
GO:0035931	0.00174191996613628
GO:0035932	0.00174191996613628
GO:0072143	0.00174191996613628
GO:0009612	0.00175260756314844
GO:0002223	0.0017613062776821
GO:0034114	0.0017613062776821
GO:0072111	0.0017613062776821
GO:1990840	0.0017613062776821
GO:1990858	0.0017613062776821
GO:0003254	0.00178719926087241
GO:0002040	0.00180189517202401
GO:0048771	0.00181717056328714
GO:0008643	0.00182734312573531
GO:0003013	0.00184077890089514
GO:0072080	0.00189126845602845
GO:0007159	0.00193332840996813
GO:1903900	0.00194378287858091
GO:0048762	0.00195229878023347
GO:0042129	0.00196216621353841
GO:0051896	0.00197026621107334
GO:0022407	0.00197086837071742
GO:0016032	0.00201331124086845
GO:0060326	0.00207097938687188
GO:0070167	0.0020773307391727
GO:0001906	0.00207793434846056
GO:0030501	0.00208189813052078
GO:0006631	0.0020822254845794
GO:0050673	0.00209496207752454
GO:0022617	0.00211242563417227
GO:0061437	0.00212680139856072
GO:0061440	0.00212680139856072
GO:0002263	0.00212715820101591
GO:0002285	0.00215423642055693
GO:0002703	0.00221031052403349
GO:0045055	0.00221031052403349
GO:0045766	0.00221959751093444
GO:1904018	0.00221959751093444
GO:0034103	0.00222431877793359
GO:0051882	0.00222528258997362
GO:0097530	0.00225541536608839
GO:0140747	0.00227799233258563
GO:0048638	0.00231401563814021
GO:0060759	0.00236921979777695
GO:0009986	1.52486541106144e-08
GO:0030055	1.11670679436915e-07
GO:0005925	3.90134356888186e-07
GO:0031012	6.15725574487085e-06
GO:0030312	6.4970599010801e-06
GO:0031252	1.19470715724087e-05
GO:0042641	2.58321717336678e-05
GO:0001533	3.0712502714299e-05
GO:0062023	3.5410689237502e-05
GO:0030141	4.91607785618403e-05
GO:0001725	5.01765152543051e-05
GO:0097517	5.01765152543051e-05
GO:0005911	5.12883042863726e-05
GO:0032432	0.0001345394851071
GO:0098552	0.000134686489462348
GO:0045178	0.000175857436487966
GO:0005912	0.000177506731276109
GO:0031258	0.000194696837512137
GO:0005788	0.000278701938760667
GO:0031256	0.000286736326585129
GO:0043256	0.000445913200833781
GO:0005938	0.000783825287757472
GO:0015629	0.00079265915279649
GO:0009925	0.000819279020270918
GO:0043235	0.00107305801231411
GO:0031091	0.00144236906567633
GO:0044302	0.00169231123857496
GO:0031253	0.00178062262427896
GO:0045177	0.00190546674360176
GO:0005604	0.0019232434023465
GO:0034774	0.00195337603156603
GO:0031093	0.00208023335707632
GO:0060205	0.00224197654794341
GO:0031983	0.00234591989222028
GO:0001726	0.00249046090875345
GO:0030056	0.00286157469420661
